사업번호,자치구,법정동,사업구분,운영구분,추진위원회/조합명,대표지번,진행단계,상태,토지등 소유자 수,정비구역명칭,정비구역위치,정비구역면적(㎡),건축연면적(㎡),용도지역,용도지구,택지면적(㎡),도로면적(㎡),공원면적(㎡),녹지면적(㎡),공공공지면적(㎡),학교면적(㎡),기타면적(㎡),주용도,건폐율,용적률,높이(m),지상층수,지하층수,분양세대총수,60㎡이하,60㎡초과~85㎡이하,85㎡초과,임대세대총수,(임대)40㎡이하,(임대)40㎡초과~50㎡이하,(임대)50㎡초과,건축계획비고
11230-900001190,동대문구,휘경동,재개발(주택정비형),추진위원회,휘경제5 주택정비형 재개발구역,휘경동 43-188,조합설립추진위원회승인,운영,0,휘경제5 주택정비형 재개발구역,동대문구 휘경동 43-188,49397.0,107428.48,제1종일반주거지역 제2종일반주거지(7층 이하),최고고도지구 고도지구,49397.0,1635.0,1200.0,0.0,0.0,2200.0,4914.0,공동주택,29.64,152.62,,7.0,2.0,589,358.0,217.0,14.0,45,12.0,33.0,,
11710-900000742,송파구,마천동,재개발(주택정비형),조합,마천1재정비촉진구역 주택재개발정비사업조합,마천동 194-1,조합설립인가,운영,1726,마천1재정비촉진구역 주택재개발정비사업,송파구 마천동 194-1,148498.0,2964338.23,제1종일반주거지역제2종(7층)일반주거지역제2종일반주거지역,3-1(제1종 일반주거)/3-23-3(제2종 일반주거),109590.5,24924.5,8952.0,,1991.0,,3040.0,공동주택/부대복리시설,25.61,217.59,100.0,25.0,3.0,2018,923.0,851.0,244.0,395,296.0,99.0,,
11590-900001090,동작구,상도동,재개발(주택정비형),공공지원자,(가칭)상도14구역 민간재개발사업,상도동 244-1,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11140-900001240,중구,신당동,재개발(주택정비형),조합,신당제6구역주택재개발정비사업조합,신당동 80,조합해산,운영,515,신당제6구역 주택정비형 재개발사업,중구 신당동 80-0,484.94,1426.58,제2종 일반주거지역,제2종 일반주거지역,4101.46,479.18,256.87,,0.0,,,아파트,25.0,2.25,,15.0,6.0,784,302.0,336.0,146.0,161,161.0,,,
11740-900000983,강동구,천호동,재개발(주택정비형),조합,천호동 397-419번지 일대 주택정비형재개발사업조합,천호동 397-419,조합설립인가,운영,216,천호동 397-419번지 일대 주택정비형 재개발구역,강동구 천호동 397-419,1929.23,66889.83,제2종일반주거지역,해당없,1925.6,3.63,,,,,,공동주택 및 부대복리시설,24.72,215.39,72.0,23.0,3.0,324,124.0,192.0,8.0,58,20.0,10.0,28.0,설계업체 및 도시계획업체 선정 시 추가 기재토록 함
11410-900001120,서대문구,홍은동,재개발(주택정비형),공공지원자,홍은동 8-400 일대,홍은동 8-400,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11140-900000981,중구,중림동,재개발(주택정비형),조합,중림동 398번지 일대 재개발정비사업조합,중림동 398,조합설립인가,운영,0,중림동 398 정비계획 수립(추정분담금),중구 중림동 398-0,28315.5,125468.85,제2종일반주거지역(7층 이하) 제3종일반주거지역,,23650.5,4665.0,,,,,719.3,주거,25.85,299.73,75.0,25.0,5.0,600,349.0,251.0,,191,39.0,,152.0,
11545-900001163,금천구,시흥동,재개발(주택정비형),추진위원회,(테스트) 추정분담금 산정 테스트 2,시흥동 871,조합설립추진위원회승인,운영,880,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11560-900001056,영등포구,대림동,재개발(주택정비형),공공지원자,대림1구역 신속통합기획,대림동 855-1,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11560-900001057,영등포구,도림동,재개발(주택정비형),공공지원자, 도림1구역 공공재개발,도림동 26-21,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11305-900001075,강북구,수유동,재개발(주택정비형),공공지원자,수유동 170-1번지 일대 주택재개발정비사업,수유동 170-1,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11740-900001027,강동구,천호동,재개발(주택정비형),공공지원자,천호동 461-31번지 일대 재개발정비사업(천호 A1-2),천호동 461-31,정비구역지정,운영,248,천호동 461-31번지 일대 재개발정비사업(천호 A1-2),강동구 천호동 461-31,30699.64,122951.92,제3종일반주거지역,,26598.79,4100.85,,,,,,공동주택 및 부대복리시설,36.21,299.99,125.0,40.0,2.0,645,241.0,320.0,84.0,136,110.0,,26.0,
11470-900001108,양천구,신정동,재개발(주택정비형),공공지원자,신월7동 1구역 주택재개발정비사업조합,신정동 913,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11215-900001184,광진구,자양동,재개발(주택정비형),공공지원자,자양4동 57-90번지 일대 주택재개발사업,자양동 57-90,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11230-900000997,동대문구,휘경동,재개발(주택정비형),추진위원회,동성빌라일대 주택재개발정비사업 추정분담금 검토위,휘경동 43,조합설립추진위원회승인,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11260-900001173,중랑구,중화동,재개발(주택정비형),조합,중화5구역 공공재개발정비사업,중화동 122,조합설립인가,운영,833,중화5구역 주택정비형 공공재개발사업,중랑구 중화동 122-0,71465.9,2508917.68,제2종일반주거지역,제2종일반주거지역(7층이하),55322.0,10309.9,4830.0,,,,1004.0,공동주택 및 부대복리시설,22.07,290.11,105.0,35.0,2.0,1196,527.0,627.0,42.0,414,81.0,35.0,298.0,
11290-900001181,성북구,석관동,재개발(주택정비형),공공지원자,석관동 62-1번지 일대 주택정비형 재개발사업,석관동 62-1,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11290-900001258,성북구,종암동,재개발(주택정비형),공공지원자,종암동 125-35번지 일대 주택정비형 재개발사업,종암동 125-35,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11530-900001285,구로구,오류동,재개발(주택정비형),공공지원자,오류동 4번지 일대 주택재개발정비사업,오류동 4,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11290-900001226,성북구,장위동,재개발(주택정비형),조합,장위8구역 공공재개발정비사업,장위동 85,조합설립인가,운영,0,장위8구역 공공재개발정비사업,성북구 장위동 85-0,121634.0,431333.8,제1종 제2종(7층이하) 제2종일반주거지역,,96859.0,13787.0,9148.0,,,,1840.0,공동주택 및 부대복리시설,26.24,299.83,120.0,38.0,3.0,2062,1052.0,940.0,70.0,784,144.0,,640.0,
11710-900001138,송파구,거여동,재개발(주택정비형),조합,e±°i？￢i？？e§？i？？eμ￢i？? e³μe³μi？￢e°？e°？i？？e¹？i？￢i？？(LH),거여동 549,조합설립인가,운영,0,거여새마을구역 공공재개발정비사업,송파구 거여동 549-0,71922.4,157508.74,제1종2종(7층)2종 3종일반주거지역 자연녹지지역,,57562.2,5143.7,5500.8,,,,3715.7,공동주택,33.36,282.0,132.0,35.0,2.0,1186,647.0,419.0,120.0,468,83.0,91.0,294.0,
11545-900001223,금천구,가산동,재개발(주택정비형),조합,남산골테스트용1,가산동 12-31,준공인가,운영,0,남산골테스트용,금천구 가산동 12-31,150000.0,,,,,,,,,,,,,,,,,0,,,,0,,,,
11380-900001024,은평구,불광동,재개발(주택정비형),공공지원자,불광8 주택정비형 재개발사업,불광동 600,정비구역지정,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11545-900001237,금천구,가산동,재개발(주택정비형),공공지원자,추진주체구성전테스트용,가산동 12-31,정비구역지정,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11530-900001239,구로구,개봉동,재개발(주택정비형),공공지원자,개봉동 49번지 일대 정비사업,개봉동 49,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11260-900001279,중랑구,면목동,재개발(주택정비형),공공지원자,(임시)면목동 172-1일대 민간재개발사업,면목동 172-1,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11710-900001101,송파구,마천동,재개발(주택정비형),공공지원자,마천5구역,마천동 45-,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11530-900001206,구로구,고척동,재개발(주택정비형),공공지원자,고척동 253번지 일대 주택재개발정비사업,고척동 253,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11110-900001275,종로구,창신동,재개발(주택정비형),공공지원자,창신동 23일대 주택정비형 재개발구역,창신동 23-2,정비구역지정,운영,335,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11380-900001158,은평구,신사동,재개발(주택정비형),공공지원자,"(임시)신사동200,237번지 일대",신사동 200,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11290-900001228,성북구,장위동,재개발(주택정비형),조합,장위9구역 공공재개발사업,장위동 238-83,조합설립인가,운영,0,장위9구역 공공재개발사업,성북구 장위동 238-83,84248.0,,제2종일반주거지역 제2종일반주거지역(7층),,72355.7,3102.3,6690.0,,,,2100.0,공동주택(아파트) 및 부대복리시설,21.38,299.99,150.0,3.0,38.0,1467,641.0,766.0,60.0,763,112.0,450.0,201.0,
11560-900001018,영등포구,당산동,재개발(주택정비형),공공지원자,당산동6가 주택재개발사업,당산동6가 104,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11305-900001242,강북구,번동,재개발(주택정비형),공공지원자,번동 148번지 일대 주택정비형 재개발사업,번동 148,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11740-900001152,강동구,천호동,재개발(주택정비형),조합,천호동 532-2번지 재개발사업,천호동 532-2,조합설립인가,운영,0,천호동532-2번지 주택정비형 재개발사업,강동구 천호동 532-2,24620.0,55101.31,제2종일반주거지역,,24000.0,20.0,,,,,600.0,아마트 및 부대복리시설,26.02,229.59,,2.0,24.0,431,260.0,171.0,,77,24.0,33.0,20.0,
11260-900001183,중랑구,망우동,재개발(주택정비형),공공지원자,(임시)망우동 461일대 민간재개발사업,망우동 461,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11440-900001076,마포구,공덕동,재개발(주택정비형),공공지원자,공덕동 11-24 주택정비형 재개발사업,공덕동 11-24,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11260-900001003,중랑구,면목동,재개발(주택정비형),공공지원자,(임시)면목동69-14일대 주택재개발사업,면목동 69-14,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11530-900001023,구로구,가리봉동,재개발(주택정비형),공공지원자,가리봉2구역  주택재개발정비사업,가리봉동 87-177,정비계획 수립,운영,0,가리봉2구역  주택재개발저비사업,구로구 가리봉동 87-177,40552.0,196251.99,제2종일반주거지역(7층 이하) 제2종일반주거지역,해당없음,35184.0,1828.0,3540.0,0.0,0.0,0.0,0.0,공동주택/부대복리시설,39.48,347.37,95.0,33.0,5.0,0,,,,0,,,,
11470-900001147,양천구,신정동,재개발(주택정비형),조합,신정동 1152번지 일대 주택정비형 재개발사업,신정동 1152-1,조합설립인가,운영,0,신정동 1152번지 일대 주택정비형 재개발사업,양천구 신정동 1152-1,44082.8,,제1종일반주거지역 / 제2종일반주거(7층이하)지역,해당없음,40507.8,139.3,3435.7,,,,,공동주택 및 부대복리시설,60.0,212.78,84.0,15.0,,956,406.0,466.0,84.0,121,48.0,36.0,37.0,
11590-900001272,동작구,상도동,재개발(주택정비형),공공지원자,상도15구역,상도동 279,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11530-900001080,구로구,고척동,재개발(주택정비형),추진위원회,고척산업용품상가 시장정비사업,고척동 103-4,조합설립추진위원회승인,운영,999,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11320-900001233,도봉구,쌍문동,재개발(주택정비형),공공지원자,쌍문3구역 주택정비형재개발사업,쌍문동 724,정비계획 수립,운영,180,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11305-900001150,강북구,미아동,재개발(주택정비형),공공지원자,미아동 791-2882번지 일대 주택정비형 재개발사업,미아동 791-2882,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11440-100006009,마포구,염리동,재개발(주택정비형),추진위원회,염리5구역 주택재개발 조합설립추진위원회(뉴타운),염리동 105,조합설립추진위원회승인,일시중단,574,염리5구역 주택재개발정비사업 조합설립추진위원회,마포구 염리동 105  ,81426.0,187796.73,제3종일반주거지역,대흥로변 일반미관지구,57164.0,16439.0,5823.0,,2000.0,,,공동주택,25.06,239.95,75.0,,,1041,439.0,435.0,167.0,178,76.0,76.0,26.0,
11290-100002003,성북구,돈암동,재개발(주택정비형),조합,돈암제5구역 주택재개발정비사업조합,돈암동 13-7,조합해산,일시중단,326,돈암제5구역주택배개발정비사업조합,성북구 돈암동 13-7 일대,20990.0,,제3종 ,일반주거지역,18648.8,1272.3,,1069.0,,,,아파트,17.49,242.07,,,,406,176.0,190.0,40.0,84,84.0,,,
11290-100005003,성북구,석관동,재개발(주택정비형),조합,석관제3구역 주택재개발정비사업조합,석관동 338-540,조합해산,일시중단,142,석관 제 3구역,성북구 석관동338-540번지,15232.0,33678.57,제 2동 및 제 3종 일반 주거 지역,,11148.0,1505.0,1047.0,1532.0,,,,공동주택(아파트),23.96,202.57,,15.0,3.0,199,34.0,128.0,37.0,199,34.0,128.0,37.0,
11290-100014000,성북구,정릉동,재개발(주택정비형),조합,정릉길음제9구역 주택재개발정비사업조합,정릉동 10,조합해산,일시중단,714,정릉길음제9구역,성북구 정릉동 10,69998.6,,,,,,,,,,,,,,,,,1254,520.0,484.0,250.0,0,,,,
11290-100008003,성북구,보문동,재개발(주택정비형),조합,보문제4구역 주택재개발정비사업조합,보문동3가 225,조합해산,일시중단,254,보문제4구역 주택재개발 정비구역,보문동3가 225번지 일대,31252.9,,제2종 일반주거지역,제2종 일반주거지역,,,,,,,,공동주택(아파트),20.7,219.87,42.0,15.0,4.0,440,93.0,261.0,86.0,79,79.0,,,
11260-900000170,중랑구,중화동,재개발(주택정비형),공공지원자,중화2재정비촉진구역 주택재개발정비사업,중화동 329-38,정비구역지정,일시중단,981,중화2재정비촉진구역 주택재개발정비사업,중랑구 중화동 329-38,,303713.0,"제2종 일반주거지역, 제3종일반주거지역",,103151.0,10754.0,14310.0,9350.0,,,3290.0,공동주택및부대복리시설,30.0,295.3,125.0,34.0,2.0,2317,985.0,680.0,652.0,550,221.0,228.0,101.0,부분임대326
11410-100005003,서대문구,홍제동,재개발(주택정비형),조합,홍제 제2구역 주택재개발정비사업조합,홍제동 156,조합해산,일시중단,494,홍제2구역 주택재개발정비사업조합,서대문구 홍제동 156번지,49382.0,135077122.97,제123종 일반주거지역,,417.49,40.2,26.59,0.0,0.0,0.0,0.0,공동주택(아파트),20.34,220.25,52.0,,,724,106.0,559.0,59.0,182,,,182.0,
11200-100001005,성동구,금호동,재개발(주택정비형),조합,금호제19구역 주택재개발정비사업조합,금호동2가 900,조합해산,일시중단,865,금호제19구역 주택재개발정비구역,성동구 금호동2가 980번지,51475.3,142229.95,제3종일반주거지역,,35575.6,8502.1,2577.2,,,,4828.7,공동주택 및 부대복리시설,20.24,249.84,6015.0,20.0,4.0,847,358.0,377.0,112.0,210,210.0,,,
11200-100002016,성동구,상왕십리동,재개발(주택정비형),조합,왕십리뉴타운 제2구역 주택재개발정비사업조합,상왕십리동 12-37,조합해산,일시중단,446,왕십리뉴타운 제2구역 주택재개발정비사업조합,성동구 상왕십리동 12-37번지,69324.0,,일반주거,일반,60857.0,2325.0,4222.0,,,,1902.0,"아파트 및 부대복리시설, 판매시설",34.33,245.0,42.0,25.0,3.0,937,148.0,563.0,226.0,211,211.0,,,
11200-100001004,성동구,금호동,재개발(주택정비형),조합청산,금호제17구역 주택재개발정비사업조합,금호동2가 566,조합청산,일시중단,316,성동구금호제17주택재개발구역정비사업,성동구 금호동2가 566,24267.8,80330.86,제3종일반주거지역,,,,,,,,,,,,,,,0,,,,0,,,,
11200-100002012,성동구,금호동,재개발(주택정비형),조합,금호제13구역 주택재개발정비사업조합,금호동2가 200,조합해산,일시중단,986,금호제13구역주택재개발정비사업조합,성동구 금호동2가 200-0,58244.3,154614.27,제3종 일반주거지역,공동주택 및 부대복리시설,4730.39,387.94,706.1,,,,,공동주택,19.34,220.71,135.0,21.0,3.0,958,603.0,336.0,19.0,198,198.0,,,
11200-100002014,성동구,하왕십리동,재개발(주택정비형),조합,왕십리뉴타운제1구역 주택재개발정비사업조합,하왕십리동 339-67,조합해산,일시중단,774,왕십리뉴타운제1구역 주택재개발정비사업조합,성동구 하왕십리동 339-67번지,100666.39,,일반주거지역,일반,8576.49,4011.9,2810.0,2480.0,,5648.0,,아파트 및 부대복리시설,21.39,224.06,42.0,25.0,3.0,1369,172.0,857.0,340.0,333,333.0,,,
11590-100001008,동작구,노량진동,재개발(주택정비형),조합,노량진제1구역 주택재개발 조합,노량진동 122-37,이전고시,일시중단,236,노량진제1주택재개발구역,동작구 노량진동 122-37,17539.6,49333.84,2종일반주거지역,2종,15603.1,893.5,1043.0,,,,,아파트,20.76,198.46,42.0,15.0,2.0,299,118.0,136.0,45.0,0,,,,
11380-100001044,은평구,응암동,재개발(주택정비형),조합,응암제9구역주택재개발정비사업조합,응암동 663,조합해산,일시중단,620,응암 제9주택재개발구역,은평구 응암동 663번지,54729.8,140305.8,제2종일반주거지역,                                                                          ,43124.6,5425.4,5428.7,283.0,,,,공동주택,22.67,213.85,45.0,15.0,4.0,748,224.0,389.0,135.0,219,219.0,,,상가 포함
11305-100002000,강북구,미아동,재개발(주택정비형),조합,미아 제10-1구역 주택재개발정비사업조합,미아동 476,이전고시,일시중단,235,미아10-1 주택재개발정비사업,강북구 미아동 476-0,18474.6,,2종일반주거지역,,16180.8,1275.8,,782.0,,,236.0,공동주택,21.02,213.39,43.0,,,376,184.0,149.0,43.0,70,70.0,,,임대주택포함
11470-100001013,양천구,신월동,재개발(주택정비형),조합,신정1재정비촉진구역4지구 주택재개발정비사업 조합,신월동 612,이전고시,일시중단,758,신월.신정뉴타운제1구역4지구주택재개발정비사업조합,양천구 신월2동 612-13번지,50978.0,,제2종 일반주거지역,,40725.9,4800.7,3001.3,,,,2419.6,"아파트 및 부대복리시설,근린생활시설",20.13,234.93,57.0,,,93000,35900.0,47600.0,9500.0,160,160.0,,,
11200-100002022,성동구,금호동,재개발(주택정비형),조합,금호제18구역주택재개발정비사업조합,금호동3가 632,이전고시,일시중단,238,금호제18주택재개발구역,성동구 금호동3가 632-0,20721.2,62483.49,제2종일반주거지역,,17112.8,2774.4,834.0,,,,,공동주택,22.91,224.44,,,,403,199.0,164.0,40.0,83,83.0,,,임대포함
11470-100001011,양천구,신월동,재개발(주택정비형),조합,신정1재정비촉진구역2지구 주택재개발정비사업 조합,신월동 603-3,이전고시,일시중단,280,신정1재정비촉진구역 1-2지구 재정비촉진사업,양천구 신월2동 603-3호,17152.0,55831.22,2종 일반 주거지역,공항고도지구,15555.4,1596.6,,,,,,공동주택 및 근린생활시설,18.59,229.95,58.0,20.0,2.0,357,82.0,242.0,33.0,61,61.0,,,임대주택 61세대 포함
11200-100001000,성동구,옥수동,재개발(주택정비형),조합청산,옥수제12구역 주택재개발정비사업조합,옥수동 500,조합청산,일시중단,1432,옥수제12구역 주택재개발정비사업 구역,성동구 옥수동 500번지,92618.8,,2종,일반주거지구,76023.89,9122.95,2718.46,3361.1,0.0,0.0,892.4,아파트 및 상가,22.8,237.45,47.0,20.0,4.0,1511,700.0,600.0,211.0,310,310.0,,,0
11380-100001038,은평구,응암동,재개발(주택정비형),조합,응암제3구역주택재개발정비사업조합,응암동 171,조합해산,일시중단,194,응암제3주택재개발구역,은평구 응암동 171-0,18631.7,,제2종일반주거지역,"대공방어협조구역,주택재개발 정비구역,상대정화구역",,1885.0,1650.0,,,,,,21.27,265.79,,22.0,3.0,332,85.0,203.0,44.0,0,,,,임대포함
11200-100001003,성동구,옥수동,재개발(주택정비형),조합,옥수제13구역 주택재개발정비사업 조합,옥수동 526,조합해산,일시중단,1515,옥수 제13주택재개발구역,성동구 옥수동 526-0,124431.2,124431.2,제2종 일반주거지역,일반미관지구,18049.08,13741.1,19614.2,,,,,아파트,20.5,199.04,57.0,20.0,4.0,1569,784.0,651.0,134.0,328,110.0,218.0,,
11200-100002013,성동구,금호동,재개발(주택정비형),조합,금호제14구역 주택재개발정비사업조합,금호동4가 235-,조합해산,일시중단,477,금호제14주택재개발구역,성동구 금호동4가 235,33291.0,101029.67,제2종일반주거지역,,28182.0,2119.5,1681.8,647.0,,,,아파트,22.46,225.44,45.0,15.0,2.0,586,271.0,257.0,58.0,121,121.0,,,
11410-100006000,서대문구,남가좌동,재개발(주택정비형),조합,가재울뉴타운5구역 주택재개발정비사업 조합,남가좌동 175,조합해산,일시중단,421,가재울뉴타운5구역주택재개발정비사업조합,서대문구 남가좌동 175번지 ,52867.7,15812.55,제2종일반주거지역,,39304.0,6313.2,2987.8,1002.5,,,599.0,아파트,22.18,249.92,72.0,25.0,4.0,827,221.0,582.0,24.0,170,74.0,72.0,24.0,
11470-100001010,양천구,신월동,재개발(주택정비형),추진위원회,신월1구역 주택재개발정비사업 조합설립추진위원회,신월동 159-192,조합설립추진위원회승인,일시중단,793,신월1구역,양천구 신월동 159-192,92546.13,236011.77,"제1종일반주거지역, 제2종일반주거지역(7층이하) 제2종 일반주거지역, 준주거지역",공항고도지구,74172.3,12366.13,4640.0,,,,,공동주택 및 부대복리시설,34.45,207.09,,13.0,2.0,1400,537.0,557.0,306.0,240,99.0,108.0,33.0,
11290-100010002,성북구,종암동,재개발(주택정비형),조합,종암제6구역주택재개발정비사업조합,종암동 95-2,조합해산,일시중단,199,종암제6 주택재개발정비구역,성북구 종암동 95-2번지,19506.0,54555.5,제3종 일반주거지역,,16728.0,1832.0,946.0,,,,,공동주택(아파트),20.28,246.87,61.0,20.0,2.0,393,183.0,134.0,76.0,68,68.0,,,
11290-100001001,성북구,정릉동,재개발(주택정비형),조합,정릉제10구역 주택재개발정비사업조합,정릉동 539-1,조합해산,일시중단,141,정릉제10구역주택재개발정비사업,성북구 정릉동 539-1번지 일대,18107.0,55521.04,제2종 일반주거지역,,13919.2,3463.8,724.0,,,,,공동주택,32.78,254.03,56.0,20.0,5.0,289,63.0,197.0,29.0,60,24.0,24.0,12.0,
11320-100003001,도봉구,쌍문동,재개발(주택정비형),조합,쌍문제1구역 주택재개발정비사업조합,쌍문동 414,이전고시,일시중단,182,쌍문제1구역재개발정비사업조합,쌍문동414번지(364-1전지외 110필지),16627.44,,주택재개발사업,,16627.44,3254.22,1187.9,,,,,아파트,24.27,235.46,5780.0,18.0,2.0,293,50.0,215.0,28.0,50,50.0,,,
11230-100003009,동대문구,회기동,재개발(주택정비형),조합,회기제1구역 주택재개발정비사업조합,회기동 62-34,이전고시,일시중단,103,회기제1구역주택재개발조합,동대문구 회기동 62-34번지,14116.0,,일반주거지역,주택재개발지구,12100.0,1616.0,400.0,1815.0,0.0,0.0,0.0,공동주택(아파트)/부대시설,25.86,190.19,50200.0,,,190,,156.0,34.0,0,,,,
11230-100003003,동대문구,용두동,재개발(주택정비형),조합청산,용두제1구역주택재개발정비사업조합,용두동 80-1,조합청산,일시중단,556,용두제1구역 주택재개발정비사업조합,동대문구 용두동 80-1번지,58262.5,170206.98,3종 일반주거지역,,46188.7,6272.6,,2994.1,,,,아파트,17.07,235.08,,20.0,2.0,1054,442.0,422.0,190.0,210,210.0,,,
11290-100014004,성북구,길음동,재개발(주택정비형),조합,길음제8구역 주택재개발정비사업조합,길음동 612-10,조합해산,일시중단,1309,길음제8구역,성북구 길음동 612-10번지,104449.7,249924.94,,,76741.6,6853.1,5367.6,,,,,제3종 일반주거지역,,225.89,738.0,26.0,3.0,0,,,,0,,,,
